x,y,psi,phi
-0.25298017849842835,-0.7103337197316217,1.5516941929876142,-0.3923101898446488
-0.25297683582830605,-0.7101587516586585,1.5514157720980986,-0.3922212794954678
-0.2529734444435474,-0.709983784523146,1.5511374211976914,-0.39213248537866496
-0.2529700043566611,-0.7098088183384068,1.550859140189646,-0.3920438074948027
-0.2529665155801424,-0.7096338531177531,1.5505809289772372,-0.39195524584460384
-0.2529629781264731,-0.7094588888744874,1.5503027874637605,-0.39186680042895006
-0.2529593920081219,-0.7092839256219022,1.5500247155525324,-0.39177847124888254
-0.2529557572375439,-0.7091089633732803,1.54974671314689,-0.3916902583056028
-0.25295207382718093,-0.7089340021418944,1.5494687801501914,-0.3916021616004717
-0.2529483417894616,-0.7087590419410073,1.5491909164658149,-0.39151418113501024
-0.25294456113680086,-0.7085840827838721,1.548913121997159,-0.3914263169109007
-0.25294073188160054,-0.7084091246837321,1.5486353966476423,-0.3913385689299844
-0.252936854036249,-0.7082341676538206,1.5483577403207034,-0.3912509371942643
-0.25293292761312125,-0.7080592117073615,1.5480801529198007,-0.39116342170590346
-0.252928952624579,-0.7078842568575685,1.547802634348412,-0.3910760224672263
-0.25292492908297043,-0.7077093031176459,1.5475251845100346,-0.3909887394807181
-0.2529208570006305,-0.7075343505007881,1.5472478033081853,-0.3909015727490257
-0.2529167363898807,-0.7073593990201797,1.5469704906463997,-0.39081452227495705
-0.25291256726302924,-0.707184448688996,1.5466932464282326,-0.3907275880614818
-0.2529083496323708,-0.7070094995204023,1.5464160705572572,-0.3906407701117318
-0.25290408351018684,-0.7068345515275544,1.5461389629370654,-0.39055406842899987
-0.2528997689087453,-0.7066596047235985,1.5458619234712678,-0.39046748301674206
-0.2528954058403009,-0.706484659121671,1.5455849520634932,-0.3903810138785757
-0.2528909943170948,-0.7063097147348991,1.5453080486173882,-0.3902946610182816
-0.25288653435135483,-0.7061347715764001,1.5450312130366177,-0.3902084244398021
-0.2528820259552955,-0.705959829659282,1.544754445224864,-0.39012230414724347
-0.2528774691411179,-0.705784888996643,1.5444777450858276,-0.3900363001448741
-0.2528728639210097,-0.7056099496015722,1.5442011125232256,-0.38995041243712625
-0.2528682103071452,-0.7054350114871488,1.543924547440793,-0.38986464102859486
-0.2528635083116852,-0.7052600746664429,1.5436480497422815,-0.38977898592403903
-0.25285875794677726,-0.7050851391525149,1.5433716193314604,-0.3896934471283804
-0.25285395922455545,-0.704910204958416,1.543095256112115,-0.3896080246467064
-0.25284911215714045,-0.7047352720971879,1.5428189599880475,-0.3895227184842667
-0.25284421675663954,-0.7045603405818628,1.5425427308630766,-0.3894375286464762
-0.2528392730351466,-0.7043854104254638,1.5422665686410373,-0.3893524551389136
-0.2528342810047421,-0.7042104816410044,1.5419904732257805,-0.38926749796732296
-0.2528292406774931,-0.704035554241489,1.5417144445211732,-0.3891826571376127
-0.2528241520654532,-0.7038606282399126,1.5414384824310983,-0.3890979326558561
-0.25281901518066274,-0.703685703649261,1.541162586859454,-0.38901332452829207
-0.25281383003514846,-0.7035107804825106,1.5408867577101542,-0.3889288327613245
-0.25280859664092376,-0.7033358587526286,1.5406109948871276,-0.38884445736152284
-0.2528033150099886,-0.7031609384725732,1.5403352982943188,-0.38876019833562214
-0.25279798515432955,-0.7029860196552932,1.5400596678356866,-0.38867605569052377
-0.2527926070859197,-0.7028111023137281,1.5397841034152049,-0.38859202943329474
-0.25278718081671886,-0.7026361864608086,1.539508604936862,-0.3885081195711688
-0.2527817063586732,-0.702461272109456,1.539233172304661,-0.38842432611154565
-0.25277618372371563,-0.7022863592725825,1.5389578054226192,-0.3883406490619925
-0.2527706129237655,-0.7021114479630913,1.5386825041947674,-0.38825708843024276
-0.2527649939707288,-0.7019365381938766,1.538407268525151,-0.38817364422419676
-0.25275932687649816,-0.7017616299778232,1.538132098317829,-0.38809031645192293
-0.25275361165295257,-0.7015867233278072,1.537856993476874,-0.38800710512165626
-0.25274784831195773,-0.7014118182566956,1.5375819539063715,-0.38792401024180023
-0.25274203686536584,-0.7012369147773463,1.5373069795104213,-0.3878410318209251
-0.2527361773250157,-0.7010620129026083,1.5370320701931353,-0.38775816986777056
-0.25273026970273255,-0.7008871126453216,1.5367572258586388,-0.38767542439124325
-0.25272431401032835,-0.7007122140183173,1.5364824464110698,-0.387592795400419
-0.25271831025960145,-0.7005373170344176,1.536207731754579,-0.38751028290454226
-0.25271225846233686,-0.7003624217064357,1.5359330817933292,-0.3874278869130261
-0.2527061586303061,-0.7001875280471761,1.5356584964314959,-0.3873456074354529
-0.25270001077526716,-0.7000126360694343,1.5353839755732661,-0.38726344448157435
-0.25269381490896464,-0.6998377457859971,1.5351095191228392,-0.387181398061311
-0.2526875710431297,-0.6996628572096423,1.5348351269844263,-0.3870994681847537
-0.25268127918947997,-0.6994879703531388,1.5345607990622496,-0.38701765486216333
-0.25267493935971963,-0.6993130852292472,1.5342865352605433,-0.3869359581039702
-0.2526685515655394,-0.6991382018507187,1.5340123354835526,-0.38685437792077515
-0.25266211581861653,-0.6989633202302964,1.5337381996355337,-0.38677291432335026
-0.25265563213061476,-0.6987884403807142,1.533464127620754,-0.3866915673226372
-0.25264910051318434,-0.6986135623146975,1.533190119343491,-0.38661033692974955
-0.25264252097796214,-0.698438686044963,1.5329161747080333,-0.38652922315597116
-0.25263589353657145,-0.6982638115842187,1.5326422936186799,-0.38644822601275797
-0.2526292182006221,-0.698088938945164,1.5323684759797398,-0.3863673455117369
-0.2526224949817105,-0.6979140681404896,1.532094721695532,-0.3862865816647074
-0.25261572389141945,-0.6977391991828777,1.5318210306703859,-0.3862059344836406
-0.2526089049413183,-0.6975643320850019,1.5315474028086398,-0.3861254039806792
-0.25260203814296295,-0.6973894668595271,1.5312738380146422,-0.3860449901681393
-0.25259512350789576,-0.6972146035191098,1.5310003361927507,-0.38596469305850944
-0.2525881610476456,-0.697039742076398,1.5307268972473322,-0.38588451266445056
-0.25258115077372784,-0.696864882544031,1.5304535210827626,-0.3858044489987973
-0.2525740926976443,-0.6966900249346398,1.5301802076034265,-0.385724502074557
-0.2525669868308834,-0.6965151692608469,1.5299069567137176,-0.38564467190491136
-0.2525598331849199,-0.6963403155352662,1.5296337683180377,-0.38556495850321504
-0.25255263177121523,-0.6961654637705035,1.529360642320797,-0.3854853618829972
-0.2525453826012171,-0.6959906139791557,1.5290875786264144,-0.3854058820579611
-0.2525380856863599,-0.6958157661738119,1.5288145771393162,-0.38532651904198434
-0.2525307410380643,-0.6956409203670523,1.528541637763937,-0.38524727284911964
-0.25252334866773757,-0.695466076571449,1.5282687604047185,-0.3851681434935941
-0.2525159085867734,-0.6952912347995658,1.5279959449661102,-0.3850891309898101
-0.25250842080655206,-0.6951163950639582,1.5277231913525693,-0.38501023535234524
-0.2525008853384402,-0.6949415573771731,1.5274504994685598,-0.38493145659595296
-0.2524933021937908,-0.6947667217517496,1.5271778692185525,-0.3848527947355631
-0.25248567138394357,-0.6945918882002182,1.5269053005070254,-0.3847742497862803
-0.25247799292022455,-0.6944170567351013,1.526632793238463,-0.38469582176338646
-0.2524702668139462,-0.6942422273689132,1.526360347317356,-0.3846175106823395
-0.25246249307640745,-0.6940674001141596,1.5260879626482018,-0.3845393165587745
-0.25245467171889374,-0.6938925749833383,1.525815639135504,-0.3844612394085032
-0.2524468027526769,-0.6937177519889393,1.5255433766837718,-0.38438327924751525
-0.2524388861890152,-0.6935429311434437,1.5252711751975203,-0.38430543609197687
-0.25243092203915346,-0.6933681124593251,1.52499903458127,-0.38422770995823274
-0.25242291031432273,-0.6931932959490487,1.5247269547395474,-0.38415010086280477
-0.25241485102574074,-0.6930184816250716,1.524454935576884,-0.3840726088223936
-0.25240674418461145,-0.6928436694998431,1.524182976997816,-0.3839952338538788
-0.2523985898021254,-0.6926688595858043,1.523911078906885,-0.38391797597431765
-0.2523903878894594,-0.6924940518953882,1.5236392412086375,-0.38384083520094725
-0.25238213845777685,-0.6923192464410198,1.5233674638076238,-0.3837638115511828
-0.25237384151822745,-0.6921444432351164,1.5230957466083994,-0.38368690504262015
-0.2523654970819474,-0.691969642290087,1.5228240895155236,-0.3836101156930338
-0.25235710516005927,-0.6917948436183328,1.52255249243356,-0.3835334435203792
-0.2523486657636721,-0.691620047232247,1.522280955267076,-0.38345688854279114
-0.2523401789038812,-0.6914452531442151,1.5220094779206426,-0.3833804507785856
-0.2523316445917685,-0.6912704613666145,1.5217380602988342,-0.3833041302462583
-0.2523230628384021,-0.6910956719118149,1.5214667023062292,-0.38322792696448693
-0.2523144336548367,-0.6909208847921778,1.5211954038474085,-0.3831518409521295
-0.2523057570521132,-0.6907461000200574,1.5209241648269562,-0.38307587222822614
-0.2522970330412591,-0.6905713176077998,1.5206529851494597,-0.38300002081199835
-0.25228826163328816,-0.6903965375677431,1.5203818647195082,-0.3829242867228495
-0.25227944283920056,-0.690221759912218,1.5201108034416941,-0.38284866998036526
-0.2522705766699829,-0.6900469846535473,1.519839801220612,-0.3827731706043145
-0.25226166313660814,-0.6898722118040461,1.5195688579608584,-0.38269778861464787
-0.25225270225003554,-0.6896974413760217,1.519297973567032,-0.3826225240314993
-0.25224369402121083,-0.6895226733817739,1.5190271479437332,-0.38254737687518636
-0.2522346384610661,-0.6893479078335945,1.518756380995564,-0.3824723471662099
-0.25222553558051974,-0.6891731447437678,1.5184856726271276,-0.38239743492525435
-0.25221638539047664,-0.6889983841245706,1.518215022743029,-0.3823226401731885
-0.2522071879018279,-0.688823625988272,1.5179444312478743,-0.38224796293106555
-0.252197943125451,-0.6886488703471334,1.5176738980462696,-0.3821734032201234
-0.25218865107220995,-0.6884741172134088,1.5174034230428228,-0.38209896106178376
-0.2521793117529549,-0.6882993665993444,1.5171330061421417,-0.38202463647765517
-0.25216992517852244,-0.6881246185171792,1.516862647248835,-0.3819504294895304
-0.2521604913597355,-0.6879498729791443,1.516592346267511,-0.3818763401193883
-0.2521510103074034,-0.6877751299974636,1.5163221031027787,-0.38180236838939363
-0.2521414820323217,-0.6876003895843533,1.5160519176592464,-0.3817285143218976
-0.2521319065452723,-0.6874256517520222,1.5157817898415225,-0.3816547779394375
-0.2521222838570235,-0.6872509165126717,1.5155117195542145,-0.381581159264738
-0.25211261397832996,-0.6870761838784958,1.5152417067019295,-0.38150765832071
-0.25210289691993254,-0.686901453861681,1.5149717511892737,-0.3814342751304527
-0.25209313269255845,-0.6867267264744065,1.5147018529208522,-0.3813610097172522
-0.25208332130692135,-0.686552001728844,1.514432011801269,-0.38128786210458276
-0.25207346277372106,-0.686377279637158,1.5141622277351268,-0.38121483231610687
-0.25206355710364375,-0.6862025602115056,1.5138925006270265,-0.38114192037567585
-0.25205360430736196,-0.6860278434640366,1.5136228303815673,-0.38106912630732914
-0.2520436043955344,-0.6858531294068934,1.5133532169033466,-0.3809964501352956
-0.2520335573788063,-0.6856784180522112,1.5130836600969597,-0.3809238918839932
-0.25202346326780894,-0.6855037094121181,1.5128141598669995,-0.3808514515780299
-0.25201332207316,-0.6853290034987348,1.5125447161180565,-0.38077912924220336
-0.2520031338054635,-0.6851543003241748,1.5122753287547188,-0.38070692490150115
-0.25199289847530976,-0.6849795999005444,1.5120059976815714,-0.3806348385811018
-0.2519826160932752,-0.6848049022399427,1.5117367228031962,-0.3805628703063748
-0.25197228666992266,-0.6846302073544618,1.5114675040241723,-0.3804910201028797
-0.2519619102158013,-0.6844555152561864,1.5111983412490753,-0.38041928799636837
-0.25195148674144635,-0.6842808259571943,1.510929234382477,-0.38034767401278424
-0.2519410162573796,-0.684106139469556,1.510660183328946,-0.3802761781782622
-0.2519304987741088,-0.6839314558053351,1.5103911879930465,-0.3802048005191303
-0.2519199343021281,-0.683756774976588,1.510122248279339,-0.3801335410619082
-0.251909322851918,-0.6835820969953642,1.50985336409238,-0.3800623998333088
-0.25189866443394515,-0.683407421873706,1.5095845353367205,-0.37999137686023854
-0.25188795905866235,-0.6832327496236488,1.5093157619169082,-0.3799204721697971
-0.2518772067365088,-0.6830580802572209,1.509047043737485,-0.37984968578927747
-0.2518664074779099,-0.6828834137864439,1.5087783807029884,-0.3797790177461673
-0.25185556129327724,-0.6827087502233321,1.5085097727179504,-0.3797084680681484
-0.25184466819300866,-0.682534089579893,1.508241219686898,-0.37963803678309715
-0.2518337281874882,-0.6823594318681274,1.5079727215143524,-0.37956772391908533
-0.2518227412870863,-0.6821847771000289,1.507704278104829,-0.37949752950437965
-0.25181170750215937,-0.6820101252875843,1.5074358893628381,-0.3794274535674427
-0.25180062684305016,-0.6818354764427736,1.507167555192883,-0.3793574961369328
-0.25178949932008765,-0.68166083057757,1.506899275499461,-0.379287657241705
-0.25177832494358693,-0.6814861877039398,1.5066310501870632,-0.3792179369108104
-0.2517671037238494,-0.6813115478338425,1.5063628791601742,-0.37914833517349655
-0.25175583567116266,-0.6811369109792309,1.5060947623232712,-0.37907885205920966
-0.2517445207958004,-0.6809622771520509,1.505826699580825,-0.379009487597592
-0.25173315910802263,-0.6807876463642418,1.5055586908372989,-0.3789402418184846
-0.25172175061807545,-0.680613018627736,1.5052907359971492,-0.37887111475192614
-0.25171029533619116,-0.6804383939544595,1.5050228349648245,-0.3788021064281544
-0.25169879327258826,-0.6802637723563312,1.5047549876447652,-0.3787332168776052
-0.2516872444374714,-0.6800891538452636,1.5044871939414046,-0.37866444613091366
-0.2516756488410315,-0.6799145384331626,1.5042194537591675,-0.37859579421891487
-0.2516640064934455,-0.6797399261319274,1.5039517670024707,-0.3785272611726429
-0.2516523174048766,-0.6795653169534503,1.503684133575722,-0.3784588470233332
-0.2516405815854741,-0.6793907109096176,1.503416553383321,-0.3783905518024202
-0.25162879904537344,-0.6792161080123084,1.5031490263296585,-0.3783223755415399
-0.25161696979469633,-0.6790415082733956,1.5028815523191161,-0.3782543182725293
-0.2516050938435505,-0.6788669117047456,1.5026141312560664,-0.378186380027427
-0.2515931712020299,-0.678692318318218,1.5023467630448724,-0.37811856083847295
-0.25158120188021454,-0.6785177281256661,1.5020794475898875,-0.3780508607381099
-0.2515691858881707,-0.6783431411389369,1.5018121847954558,-0.37798327975898194
-0.25155712323595053,-0.6781685573698706,1.5015449745659109,-0.37791581793393725
-0.2515450139335926,-0.677993976830301,1.5012778168055765,-0.37784847529602583
-0.2515328579911214,-0.6778193995320557,1.5010107114187663,-0.3777812518785024
-0.2515206554185476,-0.6776448254869557,1.500743658309783,-0.3777141477148247
-0.251508406225868,-0.6774702547068157,1.500476657382919,-0.37764716283865485
-0.25149611042306547,-0.6772956872034439,1.5002097085424553,-0.37758029728385933
-0.251483768020109,-0.6771211229886425,1.4999428116926625,-0.37751355108450957
-0.2514713790269537,-0.6769465620742069,1.4996759667377997,-0.37744692427488236
-0.2514589434535407,-0.6767720044719264,1.4994091735821142,-0.3773804168894599
-0.25144646130979725,-0.6765974501935842,1.499142432129842,-0.3773140289629302
-0.2514339326056367,-0.676422899250957,1.4988757422852077,-0.37724776053018716
-0.25142135735095844,-0.6762483516558152,1.498609103952423,-0.377181611626332
-0.251408735555648,-0.6760738074199232,1.4983425170356879,-0.3771155822866725
-0.25139606722957697,-0.6758992665550388,1.4980759814391902,-0.37704967254672384
-0.25138335238260295,-0.6757247290729141,1.4978094970671048,-0.37698388244220893
-0.2513705910245696,-0.6755501949852947,1.4975430638235938,-0.3769182120090586
-0.25135778316530666,-0.67537566430392,1.4972766816128067,-0.37685266128341177
-0.25134492881462994,-0.6752011370405235,1.4970103503388796,-0.3767872303016164
-0.2513320279823413,-0.6750266132068323,1.4967440699059353,-0.3767219191002298
-0.25131908067822856,-0.6748520928145677,1.4964778402180832,-0.3766567277160182
-0.2513060869120657,-0.6746775758754446,1.4962116611794187,-0.37659165618595836
-0.2512930466936126,-0.6745030624011721,1.4959455326940236,-0.37652670454723647
-0.2512799600326152,-0.6743285524034529,1.4956794546659655,-0.3764618728372495
-0.2512668269388056,-0.6741540458939841,1.4954134269992976,-0.3763971610936059
-0.25125364742190165,-0.6739795428844565,1.4951474495980586,-0.3763325693541246
-0.25124042149160747,-0.673805043386555,1.4948815223662726,-0.37626809765683666
-0.25122714915761307,-0.6736305474119586,1.494615645207949,-0.3762037460399852
-0.2512138304295945,-0.6734560549723403,1.4943498180270822,-0.37613951454202543
-0.25120046531721374,-0.673281566079367,1.4940840407276508,-0.376075403201626
-0.2511870538301188,-0.6731070807446998,1.4938183132136182,-0.3760114120576681
-0.2511735959779437,-0.672932598979994,1.4935526353889328,-0.37594754114924656
-0.2511600917703084,-0.672758120796899,1.4932870071575262,-0.37588379051567067
-0.25114654121681884,-0.6725836462070581,1.4930214284233145,-0.37582016019646325
-0.251132944327067,-0.6724091752221091,1.4927558990901975,-0.3757566502313625
-0.25111930111063074,-0.6722347078536837,1.4924904190620585,-0.37569326066032116
-0.25110561157707395,-0.6720602441134079,1.4922249882427643,-0.37562999152350773
-0.25109187573594643,-0.671885784012902,1.4919596065361649,-0.3755668428613066
-0.2510780935967839,-0.6717113275637804,1.4916942738460932,-0.3755038147143186
-0.2510642651691081,-0.6715368747776518,1.4914289900763649,-0.3754409071233602
-0.2510503904624267,-0.6713624256661193,1.4911637551307784,-0.37537812012946614
-0.2510364694862333,-0.67118798024078,1.4908985689131145,-0.37531545377388764
-0.2510225022500074,-0.6710135385132254,1.490633431327136,-0.3752529080980942
-0.2510084887632144,-0.6708391004950416,1.4903683422765883,-0.3751904831437738
-0.2509944290353057,-0.6706646661978087,1.490103301665198,-0.37512817895283246
-0.25098032307571866,-0.6704902356331014,1.4898383093966736,-0.3750659955673954
-0.25096617089387635,-0.6703158088124885,1.489573365374705,-0.37500393302980717
-0.2509519724991879,-0.6701413857475336,1.489308469502963,-0.3749419913826322
-0.25093772790104824,-0.6699669664497944,1.4890436216851002,-0.3748801706686551
-0.25092343710883835,-0.6697925509308231,1.4887788218247493,-0.37481847093088105
-0.25090910013192497,-0.6696181392021665,1.488514069825524,-0.3747568922125364
-0.2508947169796607,-0.6694437312753657,1.488249365591018,-0.37469543455706855
-0.25088028766138415,-0.6692693271619564,1.4879847090248062,-0.37463409800814707
-0.2508658121864197,-0.6690949268734688,1.4877201000304425,-0.3745728826096639
-0.25085129056407757,-0.6689205304214276,1.4874555385114612,-0.3745117884057332
-0.25083672280365393,-0.6687461378173521,1.487191024371376,-0.3744508154406925
-0.2508221089144308,-0.6685717490727562,1.48692655751368,-0.3743899637591026
-0.25080744890567597,-0.6683973641991481,1.486662137841846,-0.3743292334057482
-0.2507927427866431,-0.668222983208031,1.4863977652593254,-0.3742686244256388
-0.25077799056657174,-0.6680486061109024,1.4861334396695485,-0.374208136864008
-0.25076319225468724,-0.6678742329192549,1.4858691609759243,-0.3741477707663148
-0.2507483478602007,-0.6676998636445751,1.48560492908184,-0.3740875261782439
-0.25073345739230923,-0.667525498298345,1.4853407438906616,-0.3740274031457058
-0.2507185208601956,-0.6673511368920406,1.4850766053057325,-0.37396740171483733
-0.25070353827302844,-0.6671767794371333,1.4848125132303744,-0.3739075219320025
-0.25068850963996214,-0.6670024259450886,1.4845484675678864,-0.3738477638437927
-0.250673434970137,-0.6668280764273673,1.4842844682215448,-0.3737881274970263
-0.250658314272679,-0.6666537308954246,1.4840205150946035,-0.3737286129387507
-0.2506431475566999,-0.6664793893607106,1.4837566080902933,-0.37366922021624127
-0.2506279348312974,-0.6663050518346704,1.4834927471118216,-0.37360994937700265
-0.2506126761055548,-0.6661307183287436,1.4832289320623726,-0.37355080046876865
-0.2505973713885412,-0.6659563888543649,1.482965162845107,-0.37349177353950336
-0.25058202068931157,-0.6657820634229639,1.4827014393631617,-0.3734328686374009
-0.2505666240169065,-0.6656077420459648,1.4824377615196491,-0.3733740858108865
-0.25055118138035243,-0.6654334247347871,1.482174129217658,-0.37331542510861593
-0.25053569278866156,-0.6652591115008447,1.4819105423602523,-0.3732568865794772
-0.25052015825083174,-0.665084802355547,1.4816470008504719,-0.37319847027259057
-0.25050457777584656,-0.664910497310298,1.481383504591331,-0.37314017623730855
-0.25048895137267546,-0.664736196376497,1.4811200534858195,-0.37308200452321616
-0.25047327905027345,-0.6645618995655378,1.4808566474369016,-0.37302395518013287
-0.25045756081758136,-0.6643876068888097,1.4805932863475162,-0.37296602825811087
-0.2504417966835257,-0.6642133183576968,1.4803299701205768,-0.3729082238074377
-0.2504259866570186,-0.6640390339835784,1.4800666986589706,-0.37285054187863587
-0.25041013074695806,-0.6638647537778287,1.4798034718655588,-0.37279298252246185
-0.2503942289622277,-0.6636904777518171,1.4795402896431764,-0.3727355457899091
-0.2503782813116967,-0.6635162059169082,1.4792771518946322,-0.3726782317322064
-0.2503622878042201,-0.6633419382844614,1.4790140585227076,-0.3726210404008201
-0.2503462484486385,-0.6631676748658317,1.4787510094301577,-0.3725639718474527
-0.2503301632537782,-0.6629934156723689,1.4784880045197102,-0.37250702612404485
-0.2503140322284512,-0.6628191607154181,1.4782250436940656,-0.37245020328277545
-0.2502978553814551,-0.6626449100063199,1.4779621268558967,-0.37239350337606125
-0.25028163272157317,-0.6624706635564095,1.4776992539078484,-0.37233692645655836
-0.2502653642575743,-0.6622964213770179,1.477436424752538,-0.37228047257716224
-0.250249049998213,-0.6621221834794713,1.4771736392925545,-0.3722241417910084
-0.2502326899522295,-0.6619479498750908,1.4769108974304586,-0.37216793415147276
-0.25021628412834956,-0.6617737205751931,1.4766481990687819,-0.37211184971217204
-0.2501998325352846,-0.6615994955910903,1.4763855441100275,-0.3720558885269645
-0.25018333518173164,-0.6614252749340896,1.4761229324566698,-0.3720000506499497
-0.25016679207637327,-0.6612510586154937,1.4758603640111534,-0.3719443361354704
-0.25015020322787773,-0.6610768466466007,1.475597838675894,-0.3718887450381112
-0.25013356864489883,-0.6609026390387039,1.4753353563532767,-0.3718332774127011
-0.2501168883360759,-0.6607284358030923,1.4750729169456578,-0.37177793331431186
-0.250100162310034,-0.66055423695105,1.474810520355363,-0.3717227127982601
-0.25008339057538365,-0.6603800424938568,1.4745481664846876,-0.3716676159201071
-0.2500665731407209,-0.660205852442788,1.4742858552358962,-0.3716126427356592
-0.25004971001462745,-0.6600316668091141,1.4740235865112232,-0.37155779330096883
-0.25003280120567045,-0.6598574856041014,1.4737613602128716,-0.37150306767233476
-0.25001584672240273,-0.6596833088390117,1.4734991762430134,-0.37144846590630154
-0.24999884657336252,-0.6595091365251021,1.473237034503789,-0.3713939880596622
-0.24998180076707366,-0.6593349686736255,1.4729749348973076,-0.3713396341894568
-0.24996470931204545,-0.6591608052958303,1.4727128773256462,-0.3712854043529743
